Anti-Clockwise_Metamorphosis	caryllRune	place	Forbidden_Woods
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Cathedral_Ward
Anti-Clockwise_Metamorphosis	caryllRune	place	Iosefka's_Clinic
Anti-Clockwise_Metamorphosis	caryllRune	place	Yahar'gul_Unseen_Village
Anti-Clockwise_Metamorphosis	caryllRune	place	Upper_Cathedral_Ward
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	lamp	Hunter's_Nightmare
Anti-Clockwise_Metamorphosis	caryllRune	place	Fishing_Hamlet
Anti-Clockwise_Metamorphosis	caryllRune	lamp	Hunter's_Nightmare
Anti-Clockwise_Metamorphosis	caryllRune	lamp	Nightmare_Church
Anti-Clockwise_Metamorphosis	caryllRune	place	Forsaken_Castle_Cainhurst
Anti-Clockwise_Metamorphosis	caryllRune	place	Abandoned_Old_Workshop
Anti-Clockwise_Metamorphosis	caryllRune	place	Research_Hall
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Forbidden_Woods
Anti-Clockwise_Metamorphosis	caryllRune	place	Old_Yharnam
Anti-Clockwise_Metamorphosis	caryllRune	place	Fishing_Hamlet
Anti-Clockwise_Metamorphosis	caryllRune	place	Central_Yharnam
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Central_Yharnam
Anti-Clockwise_Metamorphosis	caryllRune	place	Yahar'gul_Unseen_Village
Anti-Clockwise_Metamorphosis	caryllRune	place	Hintertomb_Chalice
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	lamp	Astral_Clocktower
Anti-Clockwise_Metamorphosis	caryllRune	place	Forbidden_Woods
Anti-Clockwise_Metamorphosis	caryllRune	lamp	Hunter's_Nightmare
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Cathedral_Ward
Anti-Clockwise_Metamorphosis	caryllRune	place	Forbidden_Woods
Anti-Clockwise_Metamorphosis	caryllRune	lamp	Hunter's_Nightmare
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Old_Yharnam
Anti-Clockwise_Metamorphosis	caryllRune	place	Fishing_Hamlet
Anti-Clockwise_Metamorphosis	caryllRune	place	Cathedral_Ward
Anti-Clockwise_Metamorphosis	caryllRune	lamp	Hunter's_Nightmare
Anti-Clockwise_Metamorphosis	caryllRune	place	Pthumeru_Labyrinth
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Old_Yharnam
Anti-Clockwise_Metamorphosis	caryllRune	place	Upper_Cathedral_Ward
Anti-Clockwise_Metamorphosis	caryllRune	lamp	Hunter's_Nightmare
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Abandoned_Old_Workshop
Anti-Clockwise_Metamorphosis	caryllRune	place	Abandoned_Old_Workshop
Anti-Clockwise_Metamorphosis	caryllRune	place	Forsaken_Castle_Cainhurst
Anti-Clockwise_Metamorphosis	caryllRune	place	Iosefka's_Clinic
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Forbidden_Woods
Anti-Clockwise_Metamorphosis	caryllRune	place	Fishing_Hamlet
Anti-Clockwise_Metamorphosis	caryllRune	place	Central_Yharnam
Anti-Clockwise_Metamorphosis	caryllRune	place	Central_Yharnam
Anti-Clockwise_Metamorphosis	caryllRune	place	Forsaken_Castle_Cainhurst
Anti-Clockwise_Metamorphosis	caryllRune	place	Chalice_Dungeons
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Forsaken_Castle_Cainhurst
Anti-Clockwise_Metamorphosis	caryllRune	place	Old_Yharnam
Anti-Clockwise_Metamorphosis	caryllRune	place	Byrgenwerth
Anti-Clockwise_Metamorphosis	caryllRune	place	Lecture_Building
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Forbidden_Woods
Anti-Clockwise_Metamorphosis	caryllRune	lamp	Hunter's_Nightmare
Anti-Clockwise_Metamorphosis	caryllRune	place	Yahar'gul_Unseen_Village
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Old_Yharnam
Anti-Clockwise_Metamorphosis	caryllRune	place	Cathedral_Ward
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Old_Yharnam
Anti-Clockwise_Metamorphosis	caryllRune	place	Upper_Cathedral_Ward
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Forsaken_Castle_Cainhurst
Anti-Clockwise_Metamorphosis	caryllRune	place	Iosefka's_Clinic
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Forbidden_Woods
Anti-Clockwise_Metamorphosis	caryllRune	place	Central_Yharnam
Anti-Clockwise_Metamorphosis	caryllRune	place	Cathedral_Ward
Anti-Clockwise_Metamorphosis	caryllRune	place	Forsaken_Castle_Cainhurst
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Yahar'gul_Unseen_Village
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Central_Yharnam
Anti-Clockwise_Metamorphosis	caryllRune	lamp	Hunter's_Nightmare
Anti-Clockwise_Metamorphosis	caryllRune	place	Fishing_Hamlet
Anti-Clockwise_Metamorphosis	caryllRune	lamp	Hunter's_Nightmare
Anti-Clockwise_Metamorphosis	caryllRune	place	Fishing_Hamlet
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	lamp	Hunter's_Nightmare
Anti-Clockwise_Metamorphosis	caryllRune	place	Research_Hall
Anti-Clockwise_Metamorphosis	caryllRune	place	Old_Yharnam
Anti-Clockwise_Metamorphosis	caryllRune	place	Cathedral_Ward
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Old_Yharnam
Anti-Clockwise_Metamorphosis	caryllRune	place	Upper_Cathedral_Ward
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Forsaken_Castle_Cainhurst
Anti-Clockwise_Metamorphosis	caryllRune	place	Iosefka's_Clinic
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Forbidden_Woods
Anti-Clockwise_Metamorphosis	caryllRune	place	Forsaken_Castle_Cainhurst
Anti-Clockwise_Metamorphosis	caryllRune	place	Byrgenwerth
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Yahar'gul_Unseen_Village
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Abandoned_Old_Workshop
Anti-Clockwise_Metamorphosis	caryllRune	place	Hintertomb_Chalice
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Iosefka's_Clinic
Anti-Clockwise_Metamorphosis	caryllRune	place	Central_Yharnam
Anti-Clockwise_Metamorphosis	caryllRune	lamp	Hunter's_Nightmare
Anti-Clockwise_Metamorphosis	caryllRune	place	Fishing_Hamlet
Anti-Clockwise_Metamorphosis	caryllRune	place	Forbidden_Woods
Anti-Clockwise_Metamorphosis	caryllRune	place	Research_Hall
Anti-Clockwise_Metamorphosis	caryllRune	place	Fishing_Hamlet
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	lamp	Hunter's_Nightmare
Anti-Clockwise_Metamorphosis	caryllRune	lamp	Hunter's_Nightmare
Anti-Clockwise_Metamorphosis	caryllRune	place	Forsaken_Castle_Cainhurst
Anti-Clockwise_Metamorphosis	caryllRune	place	Cathedral_Ward
Anti-Clockwise_Metamorphosis	caryllRune	place	Iosefka's_Clinic
Anti-Clockwise_Metamorphosis	caryllRune	lamp	Hunter's_Nightmare
Anti-Clockwise_Metamorphosis	caryllRune	place	Iosefka's_Clinic
Anti-Clockwise_Metamorphosis	caryllRune	lamp	1st_Floor_Sickroom
Anti-Clockwise_Metamorphosis	caryllRune	lamp	Central_Yharnam
Anti-Clockwise_Metamorphosis	caryllRune	place	Central_Yharnam
Anti-Clockwise_Metamorphosis	caryllRune	lamp	Cathedral_Ward
Anti-Clockwise_Metamorphosis	caryllRune	place	Cathedral_Ward
Anti-Clockwise_Metamorphosis	caryllRune	lamp	Tomb_Of_Oedon
Anti-Clockwise_Metamorphosis	caryllRune	place	Cathedral_Ward
Anti-Clockwise_Metamorphosis	caryllRune	lamp	Grand_Cathedral
Anti-Clockwise_Metamorphosis	caryllRune	place	Central_Yharnam
Anti-Clockwise_Metamorphosis	caryllRune	place	Central_Yharnam
Anti-Clockwise_Metamorphosis	caryllRune	place	Byrgenwerth
Anti-Clockwise_Metamorphosis	caryllRune	place	Central_Yharnam
Anti-Clockwise_Metamorphosis	caryllRune	lamp	Tomb_Of_Oedon
Anti-Clockwise_Metamorphosis	caryllRune	lamp	Cathedral_Ward
Anti-Clockwise_Metamorphosis	caryllRune	place	Cathedral_Ward
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Lecture_Building
Anti-Clockwise_Metamorphosis	caryllRune	place	Hunter's_Dream
Anti-Clockwise_Metamorphosis	caryllRune	place	Old_Yharnam
Anti-Clockwise_Metamorphosis	caryllRune	place	Yahar'gul_Unseen_Village
Anti-Clockwise_Metamorphosis	caryllRune	place	Forbidden_Woods
Anti-Clockwise_Metamorphosis	caryllRune	place	Cathedral_Ward
Anti-Clockwise_Metamorphosis	caryllRune	place	Forbidden_Woods
Anti-Clockwise_Metamorphosis	caryllRune	place	Central_Yharnam
Anti-Clockwise_Metamorphosis	caryllRune	lamp	Hunter's_Nightmare
Anti-Clockwise_Metamorphosis	caryllRune	lamp	Underground_Corpse_Pile
Anti-Clockwise_Metamorphosis	caryllRune	place	Old_Yharnam
Anti-Clockwise_Metamorphosis	caryllRune	place	Chalice_Dungeons
Anti-Clockwise_Metamorphosis	caryllRune	place	Hintertomb_Chalice
